tourney_name,tourney_date,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,best_of,court,location
Hong Kong Tennis Open,20241230,Hard,ATP250,1st Round,Marozsan F.,Safiullin R.,58,60.0,6-1 7-6,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241230,Hard,ATP250,1st Round,Kecmanovic M.,Darderi L.,54,44.0,6-3 6-3,3,Outdoor,Hong Kong
Brisbane International,20241231,Hard,ATP250,1st Round,Opelka R.,Gomez F.,293,137.0,7-5 6-4,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Arnaldi M.,Popyrin A.,37,24.0,6-3 6-2,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Tiafoe F.,Walton A.,18,93.0,7-6 6-3,3,Outdoor,Brisbane
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Martinez P.,Passaro F.,43,108.0,6-4 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Nishikori K.,Shapovalov D.,106,56.0,6-2 6-3,3,Outdoor,Hong Kong
Brisbane International,20241231,Hard,ATP250,1st Round,Mpetshi G.,Kyrgios N.,31,,7-6 6-7 7-6,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Monfils G.,Basavareddy N.,55,138.0,6-4 4-6 6-1,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Djokovic N.,Hijikata R.,7,73.0,6-3 6-3,3,Outdoor,Brisbane
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Diallo G.,Carballes Baena R.,87,57.0,4-6 7-6 7-5,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Bergs Z.,Moro Canas A.,71,169.0,6-4 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Muller A.,Huesler M.A.,67,159.0,2-6 6-4 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Borges N.,Bu Y.,36,65.0,3-6 6-3 7-6,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Munar J.,Davidovich Fokina A.,62,61.0,4-6 6-3 6-3,3,Outdoor,Hong Kong
Brisbane International,20241231,Hard,ATP250,1st Round,Mensik J.,Kukushkin M.,48,113.0,7-6 6-4,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Lajovic D.,Cazaux A.,81,63.0,6-4 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Shang J.,Wong C.,50,170.0,7-6 6-4,3,Outdoor,Hong Kong
Brisbane International,20241231,Hard,ATP250,1st Round,Lajovic D.,Cazaux A.,81,63.0,6-4 6-4,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Monfils G.,Basavareddy N.,55,138.0,6-4 4-6 6-1,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Mpetshi G.,Kyrgios N.,31,,7-6 6-7 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Munar J.,Davidovich Fokina A.,62,61.0,4-6 6-3 6-3,3,Outdoor,Hong Kong
Brisbane International,20241231,Hard,ATP250,1st Round,Mensik J.,Kukushkin M.,48,113.0,7-6 6-4,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Tiafoe F.,Walton A.,18,93.0,7-6 6-3,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Arnaldi M.,Popyrin A.,37,24.0,6-3 6-2,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Djokovic N.,Hijikata R.,7,73.0,6-3 6-3,3,Outdoor,Brisbane
Brisbane International,20241231,Hard,ATP250,1st Round,Opelka R.,Gomez F.,293,137.0,7-5 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Borges N.,Bu Y.,36,65.0,3-6 6-3 7-6,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Shang J.,Wong C.,50,170.0,7-6 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Diallo G.,Carballes Baena R.,87,57.0,4-6 7-6 7-5,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Nishikori K.,Shapovalov D.,106,56.0,6-2 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Martinez P.,Passaro F.,43,108.0,6-4 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Muller A.,Huesler M.A.,67,159.0,2-6 6-4 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20241231,Hard,ATP250,1st Round,Bergs Z.,Moro Canas A.,71,169.0,6-4 6-4,3,Outdoor,Hong Kong
Brisbane International,20250101,Hard,ATP250,2nd Round,Lehecka J.,Nishioka Y.,28,69.0,6-2 6-7 6-4,3,Outdoor,Brisbane
Brisbane International,20250101,Hard,ATP250,2nd Round,Thompson J.,Michelsen A.,26,41.0,7-5 6-3,3,Outdoor,Brisbane
Brisbane International,20250101,Hard,ATP250,2nd Round,Dimitrov G.,Vukic A.,10,68.0,6-2 7-6,3,Outdoor,Brisbane
Brisbane International,20250101,Hard,ATP250,2nd Round,Thompson J.,Michelsen A.,26,41.0,7-5 6-3,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Muller A.,Kecmanovic M.,67,54.0,5-7 7-6 7-6,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Norrie C.,Sonego L.,49,53.0,6-2 4-6 6-1,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Fils A.,Bergs Z.,20,71.0,7-6 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Nishikori K.,Khachanov K.,106,19.0,4-6 6-3 7-5,3,Outdoor,Hong Kong
Brisbane International,20250101,Hard,ATP250,2nd Round,Jarry N.,Bonzi B.,35,75.0,6-2 6-3,3,Outdoor,Brisbane
Brisbane International,20250101,Hard,ATP250,2nd Round,Lehecka J.,Nishioka Y.,28,69.0,6-2 6-7 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Muller A.,Kecmanovic M.,67,54.0,5-7 7-6 7-6,3,Outdoor,Hong Kong
Brisbane International,20250101,Hard,ATP250,2nd Round,Dimitrov G.,Vukic A.,10,68.0,6-2 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Norrie C.,Sonego L.,49,53.0,6-2 4-6 6-1,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Fils A.,Bergs Z.,20,71.0,7-6 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250101,Hard,ATP250,2nd Round,Nishikori K.,Khachanov K.,106,19.0,4-6 6-3 7-5,3,Outdoor,Hong Kong
Brisbane International,20250101,Hard,ATP250,2nd Round,Jarry N.,Bonzi B.,35,75.0,6-2 6-3,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Opelka R.,Arnaldi M.,293,37.0,7-6 7-6,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Mensik J.,Lajovic D.,48,81.0,6-3 6-2,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Munar J.,Borges N.,62,36.0,6-3 7-5,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Musetti L.,Diallo G.,17,87.0,6-4 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Marozsan F.,Rublev A.,58,8.0,7-5 3-6 6-3,3,Outdoor,Hong Kong
Brisbane International,20250102,Hard,ATP250,2nd Round,Djokovic N.,Monfils G.,7,55.0,6-3 6-3,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Mpetshi G.,Tiafoe F.,31,18.0,6-4 7-6,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Mpetshi G.,Tiafoe F.,31,18.0,6-4 7-6,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Mensik J.,Lajovic D.,48,81.0,6-3 6-2,3,Outdoor,Brisbane
Brisbane International,20250102,Hard,ATP250,2nd Round,Djokovic N.,Monfils G.,7,55.0,6-3 6-3,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Shang J.,Martinez P.,50,43.0,6-3 6-1,3,Outdoor,Hong Kong
Brisbane International,20250102,Hard,ATP250,2nd Round,Opelka R.,Arnaldi M.,293,37.0,7-6 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Munar J.,Borges N.,62,36.0,6-3 7-5,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Musetti L.,Diallo G.,17,87.0,6-4 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Marozsan F.,Rublev A.,58,8.0,7-5 3-6 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250102,Hard,ATP250,2nd Round,Shang J.,Martinez P.,50,43.0,6-3 6-1,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Shang J.,Marozsan F.,50,58.0,1-6 6-3 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Nishikori K.,Norrie C.,106,49.0,6-3 3-6 6-2,3,Outdoor,Hong Kong
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Opelka R.,Djokovic N.,293,7.0,7-6 6-3,3,Outdoor,Brisbane
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Mpetshi G.,Mensik J.,31,48.0,7-5 7-6,3,Outdoor,Brisbane
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Dimitrov G.,Thompson J.,10,26.0,6-1 2-1,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Munar J.,Musetti L.,62,17.0,2-6 7-6 7-5,3,Outdoor,Hong Kong
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Lehecka J.,Jarry N.,28,35.0,6-4 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Shang J.,Marozsan F.,50,58.0,1-6 6-3 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Munar J.,Musetti L.,62,17.0,2-6 7-6 7-5,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Muller A.,Fils A.,67,20.0,3-6 6-3 6-1,3,Outdoor,Hong Kong
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Opelka R.,Djokovic N.,293,7.0,7-6 6-3,3,Outdoor,Brisbane
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Mpetshi G.,Mensik J.,31,48.0,7-5 7-6,3,Outdoor,Brisbane
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Dimitrov G.,Thompson J.,10,26.0,6-1 2-1,3,Outdoor,Brisbane
Brisbane International,20250103,Hard,ATP250,Quarterfinals,Lehecka J.,Jarry N.,28,35.0,6-4 6-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Nishikori K.,Norrie C.,106,49.0,6-3 3-6 6-2,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250103,Hard,ATP250,Quarterfinals,Muller A.,Fils A.,67,20.0,3-6 6-3 6-1,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250104,Hard,ATP250,Semifinals,Muller A.,Munar J.,67,62.0,7-6 6-4,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250104,Hard,ATP250,Semifinals,Nishikori K.,Shang J.,106,50.0,4-3,3,Outdoor,Hong Kong
Brisbane International,20250104,Hard,ATP250,Semifinals,Opelka R.,Mpetshi G.,293,31.0,6-3 7-6,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250104,Hard,ATP250,Semifinals,Nishikori K.,Shang J.,106,50.0,4-3,3,Outdoor,Hong Kong
Brisbane International,20250104,Hard,ATP250,Semifinals,Opelka R.,Mpetshi G.,293,31.0,6-3 7-6,3,Outdoor,Brisbane
Brisbane International,20250104,Hard,ATP250,Semifinals,Lehecka J.,Dimitrov G.,28,10.0,6-4 4-4,3,Outdoor,Brisbane
Brisbane International,20250104,Hard,ATP250,Semifinals,Lehecka J.,Dimitrov G.,28,10.0,6-4 4-4,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250104,Hard,ATP250,Semifinals,Muller A.,Munar J.,67,62.0,7-6 6-4,3,Outdoor,Hong Kong
ASB Classic,20250105,Hard,ATP250,1st Round,Borges N.,Darderi L.,36,44.0,5-7 6-3 7-5,3,Outdoor,Auckland
Brisbane International,20250105,Hard,ATP250,The Final,Lehecka J.,Opelka R.,28,293.0,4-1,3,Outdoor,Brisbane
Hong Kong Tennis Open,20250105,Hard,ATP250,The Final,Muller A.,Nishikori K.,67,106.0,2-6 6-1 6-3,3,Outdoor,Hong Kong
Hong Kong Tennis Open,20250105,Hard,ATP250,The Final,Muller A.,Nishikori K.,67,106.0,2-6 6-1 6-3,3,Outdoor,Hong Kong
Brisbane International,20250105,Hard,ATP250,The Final,Lehecka J.,Opelka R.,28,293.0,4-1,3,Outdoor,Brisbane
ASB Classic,20250105,Hard,ATP250,1st Round,Borges N.,Darderi L.,36,44.0,5-7 6-3 7-5,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Diaz Acosta F.,Norrie C.,78,48.0,6-2 6-3,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Carballes Baena R.,Altmaier D.,59,93.0,6-3 3-6 7-5,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Diaz Acosta F.,Norrie C.,78,48.0,6-2 6-3,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Sonego L.,Diallo G.,54,87.0,7-6 2-6 7-6,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Nardi L.,Cobolli F.,90,32.0,6-2 1-1,3,Outdoor,Auckland
Adelaide International,20250106,Hard,ATP250,1st Round,Shapovalov D.,Zhang Zh.,58,47.0,6-3 6-4,3,Outdoor,Adelaide
Adelaide International,20250106,Hard,ATP250,1st Round,O Connell C.,Rinderknech A.,64,60.0,7-5 7-6,3,Outdoor,Adelaide
ASB Classic,20250106,Hard,ATP250,1st Round,Bergs Z.,Becroft I.,66,980.0,6-3 7-5,3,Outdoor,Auckland
Adelaide International,20250106,Hard,ATP250,1st Round,Kokkinakis T.,Nishioka Y.,77,63.0,6-3 3-6 6-3,3,Outdoor,Adelaide
ASB Classic,20250106,Hard,ATP250,1st Round,Carballes Baena R.,Altmaier D.,59,93.0,6-3 3-6 7-5,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Michelsen A.,Nagal S.,41,96.0,6-7 6-4 6-2,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Michelsen A.,Nagal S.,41,96.0,6-7 6-4 6-2,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Navone M.,Mannarino A.,46,73.0,7-6 6-7 6-1,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Nardi L.,Cobolli F.,90,32.0,6-2 1-1,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Sonego L.,Diallo G.,54,87.0,7-6 2-6 7-6,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Navone M.,Mannarino A.,46,73.0,7-6 6-7 6-1,3,Outdoor,Auckland
ASB Classic,20250106,Hard,ATP250,1st Round,Bergs Z.,Becroft I.,66,980.0,6-3 7-5,3,Outdoor,Auckland
Adelaide International,20250106,Hard,ATP250,1st Round,Davidovich Fokina A.,Bautista Agut R.,68,51.0,7-5 6-2,3,Outdoor,Adelaide
Adelaide International,20250106,Hard,ATP250,1st Round,Kokkinakis T.,Nishioka Y.,77,63.0,6-3 3-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250106,Hard,ATP250,1st Round,O Connell C.,Rinderknech A.,64,60.0,7-5 7-6,3,Outdoor,Adelaide
Adelaide International,20250106,Hard,ATP250,1st Round,Davidovich Fokina A.,Bautista Agut R.,68,51.0,7-5 6-2,3,Outdoor,Adelaide
Adelaide International,20250106,Hard,ATP250,1st Round,Shapovalov D.,Zhang Zh.,58,47.0,6-3 6-4,3,Outdoor,Adelaide
ASB Classic,20250107,Hard,ATP250,1st Round,Mensik J.,Carreno Busta P.,49,184.0,6-0 4-6 7-5,3,Outdoor,Auckland
Adelaide International,20250107,Hard,ATP250,1st Round,Cazaux A.,Walton A.,80,91.0,7-5 6-1,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Nakashima B.,Hanfmann Y.,37,98.0,6-1 2-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Hijikata R.,Goffin D.,79,53.0,6-1 6-2,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Etcheverry T.,Schoolkate T.,39,173.0,7-6 6-3,3,Outdoor,Adelaide
ASB Classic,20250107,Hard,ATP250,1st Round,Basavareddy N.,Comesana F.,133,85.0,6-2 6-2,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,1st Round,Monfils G.,Martinez P.,52,43.0,1-6 7-6 6-3,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,1st Round,Basavareddy N.,Comesana F.,133,85.0,6-2 6-2,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,1st Round,Mensik J.,Carreno Busta P.,49,184.0,6-0 4-6 7-5,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,2nd Round,Basavareddy N.,Tabilo A.,133,23.0,6-4 5-7 6-4,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,2nd Round,Bergs Z.,Nardi L.,66,90.0,6-1 6-4,3,Outdoor,Auckland
Adelaide International,20250107,Hard,ATP250,1st Round,Cazaux A.,Walton A.,80,91.0,7-5 6-1,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Nakashima B.,Hanfmann Y.,37,98.0,6-1 2-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Hijikata R.,Goffin D.,79,53.0,6-1 6-2,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Etcheverry T.,Schoolkate T.,39,173.0,7-6 6-3,3,Outdoor,Adelaide
ASB Classic,20250107,Hard,ATP250,1st Round,Struff J.L.,Bu Y.,42,65.0,6-3 6-4,3,Outdoor,Auckland
Adelaide International,20250107,Hard,ATP250,1st Round,Giron M.,Vukic A.,45,67.0,6-2 3-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Kecmanovic M.,Bublik A.,55,33.0,6-4 6-2,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Tu L.,Duckworth J.,179,94.0,6-1 7-5,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Kecmanovic M.,Bublik A.,55,33.0,6-4 6-2,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Giron M.,Vukic A.,45,67.0,6-2 3-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Guinard M.,Safiullin R.,261,62.0,7-6 2-6 6-1,3,Outdoor,Adelaide
Adelaide International,20250107,Hard,ATP250,1st Round,Tu L.,Duckworth J.,179,94.0,6-1 7-5,3,Outdoor,Adelaide
ASB Classic,20250107,Hard,ATP250,1st Round,Monfils G.,Martinez P.,52,43.0,1-6 7-6 6-3,3,Outdoor,Auckland
Adelaide International,20250107,Hard,ATP250,1st Round,Guinard M.,Safiullin R.,261,62.0,7-6 2-6 6-1,3,Outdoor,Adelaide
ASB Classic,20250107,Hard,ATP250,1st Round,Struff J.L.,Bu Y.,42,65.0,6-3 6-4,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,2nd Round,Bergs Z.,Nardi L.,66,90.0,6-1 6-4,3,Outdoor,Auckland
ASB Classic,20250107,Hard,ATP250,2nd Round,Basavareddy N.,Tabilo A.,133,23.0,6-4 5-7 6-4,3,Outdoor,Auckland
Adelaide International,20250108,Hard,ATP250,2nd Round,Kecmanovic M.,O Connell C.,55,64.0,7-6 6-2,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Hijikata R.,Nakashima B.,79,37.0,6-2 3-6 7-6,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Bonzi B.,Tu L.,70,179.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Korda S.,Davidovich Fokina A.,22,68.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Paul T.,Guinard M.,12,261.0,6-4 3-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Kokkinakis T.,Etcheverry T.,77,39.0,7-5 4-6 7-6,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Giron M.,Shapovalov D.,45,58.0,7-5 6-2,3,Outdoor,Adelaide
ASB Classic,20250108,Hard,ATP250,2nd Round,Michelsen A.,Sonego L.,41,54.0,7-6 6-2,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Diaz Acosta F.,Baez S.,78,28.0,6-4 7-6,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Carballes Baena R.,Cerundolo F.,59,31.0,6-2 7-5,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Monfils G.,Struff J.L.,52,42.0,6-1 7-6,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Borges N.,Navone M.,36,46.0,4-6 7-5 6-4,3,Outdoor,Auckland
Adelaide International,20250108,Hard,ATP250,2nd Round,Auger-Aliassime F.,Cazaux A.,29,80.0,1-6 6-4 7-5,3,Outdoor,Adelaide
ASB Classic,20250108,Hard,ATP250,Quarterfinals,Basavareddy N.,Michelsen A.,133,41.0,2-6 6-2 6-4,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Mensik J.,Shelton B.,49,21.0,7-6 4-6 7-5,3,Outdoor,Auckland
Adelaide International,20250108,Hard,ATP250,2nd Round,Giron M.,Shapovalov D.,45,58.0,7-5 6-2,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Auger-Aliassime F.,Cazaux A.,29,80.0,1-6 6-4 7-5,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Kecmanovic M.,O Connell C.,55,64.0,7-6 6-2,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Hijikata R.,Nakashima B.,79,37.0,6-2 3-6 7-6,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Bonzi B.,Tu L.,70,179.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Korda S.,Davidovich Fokina A.,22,68.0,6-3 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Paul T.,Guinard M.,12,261.0,6-4 3-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250108,Hard,ATP250,2nd Round,Kokkinakis T.,Etcheverry T.,77,39.0,7-5 4-6 7-6,3,Outdoor,Adelaide
ASB Classic,20250108,Hard,ATP250,2nd Round,Mensik J.,Shelton B.,49,21.0,7-6 4-6 7-5,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Borges N.,Navone M.,36,46.0,4-6 7-5 6-4,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Monfils G.,Struff J.L.,52,42.0,6-1 7-6,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,Quarterfinals,Basavareddy N.,Michelsen A.,133,41.0,2-6 6-2 6-4,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Carballes Baena R.,Cerundolo F.,59,31.0,6-2 7-5,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Diaz Acosta F.,Baez S.,78,28.0,6-4 7-6,3,Outdoor,Auckland
ASB Classic,20250108,Hard,ATP250,2nd Round,Michelsen A.,Sonego L.,41,54.0,7-6 6-2,3,Outdoor,Auckland
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Borges N.,Mensik J.,36,49.0,6-7 6-2 7-6,3,Outdoor,Auckland
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Korda S.,Kokkinakis T.,22,77.0,,3,Outdoor,Adelaide
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Bergs Z.,Carballes Baena R.,66,59.0,1-6 6-2 6-3,3,Outdoor,Auckland
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Monfils G.,Diaz Acosta F.,52,78.0,6-3 6-1,3,Outdoor,Auckland
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Bergs Z.,Carballes Baena R.,66,59.0,1-6 6-2 6-3,3,Outdoor,Auckland
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Borges N.,Mensik J.,36,49.0,6-7 6-2 7-6,3,Outdoor,Auckland
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Kecmanovic M.,Bonzi B.,55,70.0,6-2 6-3,3,Outdoor,Adelaide
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Auger-Aliassime F.,Giron M.,29,45.0,7-6 6-3,3,Outdoor,Adelaide
ASB Classic,20250109,Hard,ATP250,Quarterfinals,Monfils G.,Diaz Acosta F.,52,78.0,6-3 6-1,3,Outdoor,Auckland
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Paul T.,Hijikata R.,12,79.0,6-3 6-4,3,Outdoor,Adelaide
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Korda S.,Kokkinakis T.,22,77.0,,3,Outdoor,Adelaide
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Paul T.,Hijikata R.,12,79.0,6-3 6-4,3,Outdoor,Adelaide
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Kecmanovic M.,Bonzi B.,55,70.0,6-2 6-3,3,Outdoor,Adelaide
Adelaide International,20250109,Hard,ATP250,Quarterfinals,Auger-Aliassime F.,Giron M.,29,45.0,7-6 6-3,3,Outdoor,Adelaide
Adelaide International,20250110,Hard,ATP250,Semifinals,Korda S.,Kecmanovic M.,22,55.0,6-3 7-6,3,Outdoor,Adelaide
Adelaide International,20250110,Hard,ATP250,Semifinals,Auger-Aliassime F.,Paul T.,29,12.0,7-6 3-6 6-4,3,Outdoor,Adelaide
