tourney_name,tourney_date,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,best_of,court,location
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Etcheverry T.,Griekspoor T.,60,31.0,6-4 7-6,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Popyrin A.,Arseneault N.,26,638.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Musetti L.,Duckworth J.,10,106.0,7-5 6-1,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Borges N.,Bagnis F.,42,689.0,5-7 7-6 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Muller A.,Kecmanovic M.,40,50.0,2-6 6-3 7-5,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Rune H.,Mpetshi G.,9,43.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Michelsen A.,Barrios M.,34,143.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Nava E.,Atmane T.,114,132.0,6-2 7-5,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Moutet C.,Brooksby J.,46,102.0,6-2 6-1,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Carreno Busta P.,Draxl L.,93,113.0,2-6 6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Khachanov K.,Ficovich J.P.,16,140.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Medvedev D.,Svrcina D.,14,120.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Galarneau A.,Rinderknech A.,193,64.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Etcheverry T.,Griekspoor T.,60,31.0,6-4 7-6,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Medvedev D.,Svrcina D.,14,120.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Marozsan F.,Dellien H.,56,98.0,6-2 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Borges N.,Bagnis F.,42,689.0,5-7 7-6 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Ruud C.,Safiullin R.,13,82.0,6-3 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Cerundolo F.,Munar J.,24,51.0,7-6 4-6 6-4,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Popyrin A.,Arseneault N.,26,638.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Musetti L.,Duckworth J.,10,106.0,7-5 6-1,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Khachanov K.,Ficovich J.P.,16,140.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Rune H.,Mpetshi G.,9,43.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Michelsen A.,Barrios M.,34,143.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Nava E.,Atmane T.,114,132.0,6-2 7-5,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Moutet C.,Brooksby J.,46,102.0,6-2 6-1,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Galarneau A.,Rinderknech A.,193,64.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Marozsan F.,Dellien H.,56,98.0,6-2 6-2,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,1st Round,Carreno Busta P.,Draxl L.,93,113.0,2-6 6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250729,Hard,Masters 1000,2nd Round,Muller A.,Kecmanovic M.,40,50.0,2-6 6-3 7-5,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Rublev A.,Gaston H.,11,126.0,6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Shelton B.,Mannarino A.,7,94.0,6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Zverev A.,Walton A.,3,88.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Rublev A.,Gaston H.,11,126.0,6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Opelka R.,Machac T.,74,22.0,7-6 6-7 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Tien L.,Shapovalov D.,61,29.0,7-6 7-5,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Vukic A.,Norrie C.,99,39.0,6-3 6-7 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Arnaldi M.,Schoolkate T.,41,103.0,6-3 3-6 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Sonego L.,Bu Y.,38,76.0,6-1 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Cobolli F.,Galarneau A.,17,193.0,6-4 5-7 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Diallo G.,Gigante M.,36,125.0,6-3 7-6,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Zverev A.,Walton A.,3,88.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Arnaldi M.,Schoolkate T.,41,103.0,6-3 3-6 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Opelka R.,Machac T.,74,22.0,7-6 6-7 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Tien L.,Shapovalov D.,61,29.0,7-6 7-5,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Vukic A.,Norrie C.,99,39.0,6-3 6-7 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Sonego L.,Bu Y.,38,76.0,6-1 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Cobolli F.,Galarneau A.,17,193.0,6-4 5-7 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Diallo G.,Gigante M.,36,125.0,6-3 7-6,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Nakashima B.,Quinn E.,32,86.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Mensik J.,Boyer T.,18,123.0,6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Shelton B.,Mannarino A.,7,94.0,6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Tiafoe F.,Watanuki Y.,12,158.0,1-6 7-5 7-6,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Davidovich Fokina A.,Moutet C.,19,46.0,6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Davidovich Fokina A.,Moutet C.,19,46.0,6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Lehecka J.,McDonald M.,27,96.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Tiafoe F.,Watanuki Y.,12,158.0,1-6 7-5 7-6,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Mensik J.,Boyer T.,18,123.0,6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Nakashima B.,Quinn E.,32,86.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250730,Hard,Masters 1000,2nd Round,Lehecka J.,McDonald M.,27,96.0,7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Marozsan F.,Auger-Aliassime F.,56,28.0,6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,O Connell C.,Tsitsipas S.,78,30.0,6-4 4-6 6-2,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Fritz T.,Carballes Baena R.,4,89.0,7-5 7-6,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,De Minaur A.,Comesana F.,8,71.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Fils A.,Carreno Busta P.,21,93.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Michelsen A.,Musetti L.,34,10.0,3-6 7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Ruud C.,Borges N.,13,42.0,7-5 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Tien L.,Opelka R.,61,74.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Khachanov K.,Nava E.,16,114.0,6-7 6-4 6-1,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Ruud C.,Borges N.,13,42.0,7-5 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Cerundolo F.,Etcheverry T.,24,60.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Khachanov K.,Nava E.,16,114.0,6-7 6-4 6-1,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Michelsen A.,Musetti L.,34,10.0,3-6 7-6 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Fritz T.,Carballes Baena R.,4,89.0,7-5 7-6,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Fils A.,Carreno Busta P.,21,93.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,O Connell C.,Tsitsipas S.,78,30.0,6-4 4-6 6-2,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,Marozsan F.,Auger-Aliassime F.,56,28.0,6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Tien L.,Opelka R.,61,74.0,7-6 6-3,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,2nd Round,De Minaur A.,Comesana F.,8,71.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250731,Hard,Masters 1000,3rd Round,Cerundolo F.,Etcheverry T.,24,60.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Popyrin A.,Medvedev D.,26,14.0,5-7 6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Zverev A.,Arnaldi M.,3,41.0,6-7 6-3 6-2,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Rune H.,Muller A.,9,40.0,6-2 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Rublev A.,Sonego L.,11,38.0,5-7 6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Lehecka J.,Fils A.,27,21.0,3-6 6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Tiafoe F.,Vukic A.,12,99.0,6-3 4-6 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Cobolli F.,Marozsan F.,17,56.0,6-2 4-6 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Cobolli F.,Marozsan F.,17,56.0,6-2 4-6 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Tiafoe F.,Vukic A.,12,99.0,6-3 4-6 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Lehecka J.,Fils A.,27,21.0,3-6 6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Rublev A.,Sonego L.,11,38.0,5-7 6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Davidovich Fokina A.,Mensik J.,19,18.0,6-2 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Popyrin A.,Medvedev D.,26,14.0,5-7 6-4 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Rune H.,Muller A.,9,40.0,6-2 6-4,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Zverev A.,Arnaldi M.,3,41.0,6-7 6-3 6-2,3,Outdoor,Toronto
Canadian Open,20250801,Hard,Masters 1000,3rd Round,Davidovich Fokina A.,Mensik J.,19,18.0,6-2 6-4,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,De Minaur A.,O Connell C.,8,78.0,,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,Fritz T.,Diallo G.,4,36.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,4th Round,Michelsen A.,Tien L.,34,61.0,6-3 6-3,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,Shelton B.,Nakashima B.,7,32.0,6-7 6-2 7-6,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,4th Round,Khachanov K.,Ruud C.,16,13.0,6-4 7-5,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,Shelton B.,Nakashima B.,7,32.0,6-7 6-2 7-6,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,Fritz T.,Diallo G.,4,36.0,6-4 6-2,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,3rd Round,De Minaur A.,O Connell C.,8,78.0,,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,4th Round,Michelsen A.,Tien L.,34,61.0,6-3 6-3,3,Outdoor,Toronto
Canadian Open,20250802,Hard,Masters 1000,4th Round,Khachanov K.,Ruud C.,16,13.0,6-4 7-5,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Rublev A.,Davidovich Fokina A.,11,19.0,6-7 7-6 3-0,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Popyrin A.,Rune H.,26,9.0,4-6 6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,De Minaur A.,Tiafoe F.,8,12.0,6-2 4-6 6-4,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Popyrin A.,Rune H.,26,9.0,4-6 6-2 6-3,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Zverev A.,Cerundolo F.,3,24.0,6-4 1-0,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,De Minaur A.,Tiafoe F.,8,12.0,6-2 4-6 6-4,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Rublev A.,Davidovich Fokina A.,11,19.0,6-7 7-6 3-0,3,Outdoor,Toronto
Canadian Open,20250803,Hard,Masters 1000,4th Round,Zverev A.,Cerundolo F.,3,24.0,6-4 1-0,3,Outdoor,Toronto
Canadian Open,20250804,Hard,Masters 1000,4th Round,Shelton B.,Cobolli F.,7,17.0,6-4 4-6 7-6,3,Outdoor,Toronto
Canadian Open,20250804,Hard,Masters 1000,4th Round,Fritz T.,Lehecka J.,4,27.0,7-6 6-7 7-6,3,Outdoor,Toronto
Canadian Open,20250804,Hard,Masters 1000,4th Round,Fritz T.,Lehecka J.,4,27.0,7-6 6-7 7-6,3,Outdoor,Toronto
Canadian Open,20250804,Hard,Masters 1000,4th Round,Shelton B.,Cobolli F.,7,17.0,6-4 4-6 7-6,3,Outdoor,Toronto
Canadian Open,20250805,Hard,Masters 1000,Quarterfinals,Zverev A.,Popyrin A.,3,26.0,6-7 6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250805,Hard,Masters 1000,Quarterfinals,Khachanov K.,Michelsen A.,16,34.0,6-4 7-6,3,Outdoor,Toronto
Canadian Open,20250805,Hard,Masters 1000,Quarterfinals,Zverev A.,Popyrin A.,3,26.0,6-7 6-4 6-3,3,Outdoor,Toronto
Canadian Open,20250805,Hard,Masters 1000,Quarterfinals,Khachanov K.,Michelsen A.,16,34.0,6-4 7-6,3,Outdoor,Toronto
Canadian Open,20250806,Hard,Masters 1000,Quarterfinals,Shelton B.,De Minaur A.,7,8.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250806,Hard,Masters 1000,Quarterfinals,Shelton B.,De Minaur A.,7,8.0,6-3 6-4,3,Outdoor,Toronto
Canadian Open,20250806,Hard,Masters 1000,Quarterfinals,Fritz T.,Rublev A.,4,11.0,6-3 7-6,3,Outdoor,Toronto
Canadian Open,20250806,Hard,Masters 1000,Quarterfinals,Fritz T.,Rublev A.,4,11.0,6-3 7-6,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Mannarino A.,Thompson J.,89,50.0,6-2 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Atmane T.,Nishioka Y.,136,130.0,6-2 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Safiullin R.,Tabilo A.,80,103.0,6-3 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Etcheverry T.,Shang J.,58,110.0,6-7 7-6 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Etcheverry T.,Shang J.,58,110.0,6-7 7-6 6-4,3,Outdoor,Cincinnati
Canadian Open,20250807,Hard,Masters 1000,Semifinals,Shelton B.,Fritz T.,7,4.0,6-4 6-3,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Rinderknech A.,Borges N.,70,38.0,6-3 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Fonseca J.,Bu Y.,52,75.0,4-6 6-2 7-5,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Carballes Baena R.,Gaston H.,87,123.0,6-4 5-7 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Bonzi B.,Arnaldi M.,63,37.0,6-7 6-3 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Martinez P.,Jarry N.,66,100.0,1-6 6-4 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Bergs Z.,Fearnley J.,54,57.0,6-1 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Carballes Baena R.,Gaston H.,87,123.0,6-4 5-7 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Bonzi B.,Arnaldi M.,63,37.0,6-7 6-3 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Martinez P.,Jarry N.,66,100.0,1-6 6-4 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Wong C.,Mpetshi G.,177,42.0,6-3 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Bergs Z.,Fearnley J.,54,57.0,6-1 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Galan D.E.,Kopriva V.,144,81.0,6-2 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Safiullin R.,Tabilo A.,80,103.0,6-3 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Atmane T.,Nishioka Y.,136,130.0,6-2 6-2,3,Outdoor,Cincinnati
Canadian Open,20250807,Hard,Masters 1000,Semifinals,Khachanov K.,Zverev A.,16,3.0,6-3 4-6 7-6,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Fonseca J.,Bu Y.,52,75.0,4-6 6-2 7-5,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Wong C.,Mpetshi G.,177,42.0,6-3 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Mannarino A.,Thompson J.,89,50.0,6-2 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Galan D.E.,Kopriva V.,144,81.0,6-2 6-4,3,Outdoor,Cincinnati
Canadian Open,20250807,Hard,Masters 1000,Semifinals,Khachanov K.,Zverev A.,16,3.0,6-3 4-6 7-6,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250807,Hard,Masters 1000,1st Round,Rinderknech A.,Borges N.,70,38.0,6-3 6-3,3,Outdoor,Cincinnati
Canadian Open,20250807,Hard,Masters 1000,Semifinals,Shelton B.,Fritz T.,7,4.0,6-4 6-3,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Medjedovic H.,Kovacevic A.,72,67.0,6-2 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Walton A.,Navone M.,85,78.0,4-6 7-6 6-1,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Bautista Agut R.,Altmaier D.,53,60.0,7-6 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Brooksby J.,Muller A.,101,41.0,7-6 5-7 6-1,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Comesana F.,Munar J.,71,48.0,6-4 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Moutet C.,McDonald M.,44,95.0,7-5 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Nava E.,Coric B.,105,90.0,6-3 7-5,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Blockx A.,Giron M.,119,61.0,6-2 3-6 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Ugo Carabelli C.,Nishikori K.,47,65.0,7-5 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Nardi L.,Tirante T.A.,98,135.0,6-4 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Boyer T.,Holt B.,116,106.0,6-3 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Baez S.,Goffin D.,43,64.0,6-1 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Marozsan F.,Smith C.,51,138.0,6-1 4-6 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Quinn E.,Kecmanovic M.,82,49.0,7-6 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Medjedovic H.,Kovacevic A.,72,67.0,6-2 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Bautista Agut R.,Altmaier D.,53,60.0,7-6 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Walton A.,Navone M.,85,78.0,4-6 7-6 6-1,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Opelka R.,Dellien H.,73,108.0,7-5 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Brooksby J.,Muller A.,101,41.0,7-6 5-7 6-1,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Comesana F.,Munar J.,71,48.0,6-4 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Quinn E.,Kecmanovic M.,82,49.0,7-6 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Landaluce M.,Kypson P.,142,212.0,3-6 6-3 6-2,3,Outdoor,Cincinnati
Canadian Open,20250808,Hard,Masters 1000,The Final,Shelton B.,Khachanov K.,7,16.0,6-7 6-4 7-6,3,Outdoor,Toronto
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Nava E.,Coric B.,105,90.0,6-3 7-5,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Ugo Carabelli C.,Nishikori K.,47,65.0,7-5 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Nardi L.,Tirante T.A.,98,135.0,6-4 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Boyer T.,Holt B.,116,106.0,6-3 7-6,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Baez S.,Goffin D.,43,64.0,6-1 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Marozsan F.,Smith C.,51,138.0,6-1 4-6 6-4,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Moutet C.,McDonald M.,44,95.0,7-5 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Blockx A.,Giron M.,119,61.0,6-2 3-6 6-3,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Landaluce M.,Kypson P.,142,212.0,3-6 6-3 6-2,3,Outdoor,Cincinnati
Western & Southern Financial Group Masters,20250808,Hard,Masters 1000,1st Round,Opelka R.,Dellien H.,73,108.0,7-5 7-6,3,Outdoor,Cincinnati
