tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
20250801-Canadian_O,Canadian Open,Hard,,,20250801,1742,,,,Alejandro Davidovich Fokina,,,,,,,,Jakub Mensik,,,,,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,19,,18.0,
20250801-Canadian_O,Canadian Open,Hard,,,20250801,1743,,,,Andrey Rublev,,,,,,,,Lorenzo Sonego,,,,,5-7 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,11,,38.0,
20250801-Canadian_O,Canadian Open,Hard,,,20250801,1744,,,,Jiri Lehecka,,,,,,,,Arthur Fils,,,,,3-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,27,,21.0,
20250801-Canadian_O,Canadian Open,Hard,,,20250801,1745,,,,Frances Tiafoe,,,,,,,,Aleksandar Vukic,,,,,6-3 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,12,,99.0,
20250801-Canadian_O,Canadian Open,Hard,,,20250801,1746,,,,Flavio Cobolli,,,,,,,,Fabian Marozsan,,,,,6-2 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,17,,56.0,
20250802-Canadian_O,Canadian Open,Hard,,,20250802,1747,,,,Taylor Fritz,,,,,,,,Gabriel Diallo,,,,,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,4,,36.0,
20250802-Canadian_O,Canadian Open,Hard,,,20250802,1748,,,,Ben Shelton,,,,,,,,Brandon Nakashima,,,,,6-7 6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,,7,,32.0,
20250802-Canadian_O,Canadian Open,Hard,,,20250802,1749,,,,Alex Michelsen,,,,,,,,Learner Tien,,,,,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,34,,61.0,
20250802-Canadian_O,Canadian Open,Hard,,,20250802,1750,,,,Karen Khachanov,,,,,,,,Casper Ruud,,,,,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,16,,13.0,
20250803-Canadian_O,Canadian Open,Hard,,,20250803,1751,,,,Alexei Popyrin,,,,,,,,Holger Rune,,,,,4-6 6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,26,,9.0,
20250803-Canadian_O,Canadian Open,Hard,,,20250803,1752,,,,Alexander Zverev,,,,,,,,Francisco Cerundolo,,,,,6-4 1-0,3,R16,,,,,,,,,,,,,,,,,,,,3,,24.0,
20250803-Canadian_O,Canadian Open,Hard,,,20250803,1753,,,,Alex De Minaur,,,,,,,,Frances Tiafoe,,,,,6-2 4-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,8,,12.0,
20250803-Canadian_O,Canadian Open,Hard,,,20250803,1754,,,,Andrey Rublev,,,,,,,,Alejandro Davidovich Fokina,,,,,6-7 7-6 3-0,3,R16,,,,,,,,,,,,,,,,,,,,11,,19.0,
20250804-Canadian_O,Canadian Open,Hard,,,20250804,1755,,,,Ben Shelton,,,,,,,,Flavio Cobolli,,,,,6-4 4-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,7,,17.0,
20250804-Canadian_O,Canadian Open,Hard,,,20250804,1756,,,,Taylor Fritz,,,,,,,,Jiri Lehecka,,,,,7-6 6-7 7-6,3,R16,,,,,,,,,,,,,,,,,,,,4,,27.0,
20250805-Canadian_O,Canadian Open,Hard,,,20250805,1757,,,,Alexander Zverev,,,,,,,,Alexei Popyrin,,,,,6-7 6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,3,,26.0,
20250805-Canadian_O,Canadian Open,Hard,,,20250805,1758,,,,Karen Khachanov,,,,,,,,Alex Michelsen,,,,,6-4 7-6,3,QF,,,,,,,,,,,,,,,,,,,,16,,34.0,
20250806-Canadian_O,Canadian Open,Hard,,,20250806,1759,,,,Taylor Fritz,,,,,,,,Andrey Rublev,,,,,6-3 7-6,3,QF,,,,,,,,,,,,,,,,,,,,4,,11.0,
20250806-Canadian_O,Canadian Open,Hard,,,20250806,1760,,,,Ben Shelton,,,,,,,,Alex De Minaur,,,,,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,7,,8.0,
20250807-Canadian_O,Canadian Open,Hard,,,20250807,1761,,,,Karen Khachanov,,,,,,,,Alexander Zverev,,,,,6-3 4-6 7-6,3,SF,,,,,,,,,,,,,,,,,,,,16,,3.0,
20250807-Canadian_O,Canadian Open,Hard,,,20250807,1762,,,,Ben Shelton,,,,,,,,Taylor Fritz,,,,,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,7,,4.0,
20250808-Canadian_O,Canadian Open,Hard,,,20250808,1763,,,,Ben Shelton,,,,,,,,Karen Khachanov,,,,,6-7 6-4 7-6,3,F,,,,,,,,,,,,,,,,,,,,7,,16.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1764,,,,Arthur Rinderknech,,,,,,,,Nuno Borges,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,70,,38.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1765,,,,Roberto Carballes Baena,,,,,,,,Hugo Gaston,,,,,6-4 5-7 6-3,3,R128,,,,,,,,,,,,,,,,,,,,87,,123.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1766,,,,Benjamin Bonzi,,,,,,,,Matteo Arnaldi,,,,,6-7 6-3 6-4,3,R128,,,,,,,,,,,,,,,,,,,,63,,37.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1767,,,,Pedro Martinez,,,,,,,,Nicolas Jarry,,,,,1-6 6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,66,,100.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1768,,,,Coleman Wong,,,,,,,,Giovanni Mpetshi Perricard,,,,,6-3 6-2,3,R128,,,,,,,,,,,,,,,,,,,,177,,42.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1769,,,,Zizou Bergs,,,,,,,,Jacob Fearnley,,,,,6-1 6-4,3,R128,,,,,,,,,,,,,,,,,,,,54,,57.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1770,,,,Daniel Elahi Galan,,,,,,,,Vit Kopriva,,,,,6-2 6-4,3,R128,,,,,,,,,,,,,,,,,,,,144,,81.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1771,,,,Roman Safiullin,,,,,,,,Alejandro Tabilo,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,80,,103.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1772,,,,Terence Atmane,,,,,,,,Yoshihito Nishioka,,,,,6-2 6-2,3,R128,,,,,,,,,,,,,,,,,,,,136,,130.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1773,,,,Tomas Martin Etcheverry,,,,,,,,Juncheng Shang,,,,,6-7 7-6 6-4,3,R128,,,,,,,,,,,,,,,,,,,,58,,110.0,
20250807-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250807,1774,,,,Adrian Mannarino,,,,,,,,Jordan Thompson,,,,,6-2 6-2,3,R128,,,,,,,,,,,,,,,,,,,,89,,50.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1775,,,,Corentin Moutet,,,,,,,,Mackenzie Mcdonald,,,,,7-5 6-3,3,R128,,,,,,,,,,,,,,,,,,,,44,,95.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1776,,,,Sebastian Baez,,,,,,,,David Goffin,,,,,6-1 6-3,3,R128,,,,,,,,,,,,,,,,,,,,43,,64.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1777,,,,Luca Nardi,,,,,,,,Thiago Agustin Tirante,,,,,6-4 7-6,3,R128,,,,,,,,,,,,,,,,,,,,98,,135.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1778,,,,Camilo Ugo Carabelli,,,,,,,,Kei Nishikori,,,,,7-5 6-3,3,R128,,,,,,,,,,,,,,,,,,,,47,,65.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1779,,,,Alexander Blockx,,,,,,,,Marcos Giron,,,,,6-2 3-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,119,,61.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1780,,,,Emilio Nava,,,,,,,,Borna Coric,,,,,6-3 7-5,3,R128,,,,,,,,,,,,,,,,,,,,105,,90.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1781,,,,Ethan Quinn,,,,,,,,Miomir Kecmanovic,,,,,7-6 6-4,3,R128,,,,,,,,,,,,,,,,,,,,82,,49.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1782,,,,Francisco Comesana,,,,,,,,Jaume Munar,,,,,6-4 6-4,3,R128,,,,,,,,,,,,,,,,,,,,71,,48.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1783,,,,Jenson Brooksby,,,,,,,,Alexandre Muller,,,,,7-6 5-7 6-1,3,R128,,,,,,,,,,,,,,,,,,,,101,,41.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1784,,,,Reilly Opelka,,,,,,,,Hugo Dellien,,,,,7-5 7-6,3,R128,,,,,,,,,,,,,,,,,,,,73,,108.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1785,,,,Adam Walton,,,,,,,,Mariano Navone,,,,,4-6 7-6 6-1,3,R128,,,,,,,,,,,,,,,,,,,,85,,78.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1786,,,,Hamad Medjedovic,,,,,,,,Aleksandar Kovacevic,,,,,6-2 6-3,3,R128,,,,,,,,,,,,,,,,,,,,72,,67.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1787,,,,Roberto Bautista Agut,,,,,,,,Daniel Altmaier,,,,,7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,53,,60.0,
20250808-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250808,1788,,,,Martin Landaluce,,,,,,,,Patrick Kypson,,,,,3-6 6-3 6-2,3,R128,,,,,,,,,,,,,,,,,,,,142,,212.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1789,,,,Learner Tien,,,,,,,,Leandro Riedi,,,,,6-3 6-4,3,R128,,,,,,,,,,,,,,,,,,,,55,,522.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1790,,,,Damir Dzumhur,,,,,,,,Mattia Bellucci,,,,,7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,56,,74.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1791,,,,Nishesh Basavareddy,,,,,,,,Aleksandar Vukic,,,,,7-6 7-5,3,R128,,,,,,,,,,,,,,,,,,,,109,,94.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1792,,,,Holger Rune,,,,,,,,Roman Safiullin,,,,,7-5 7-6,3,R64,,,,,,,,,,,,,,,,,,,,9,,80.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1793,,,,Arthur Rinderknech,,,,,,,,Casper Ruud,,,,,6-7 6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,,70,,13.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1794,,,,Benjamin Bonzi,,,,,,,,Lorenzo Musetti,,,,,5-7 6-4 7-6,3,R64,,,,,,,,,,,,,,,,,,,,63,,10.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1795,,,,Alex Michelsen,,,,,,,,Corentin Moutet,,,,,3-6 6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,33,,44.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1796,,,,Felix Auger Aliassime,,,,,,,,Tomas Martin Etcheverry,,,,,6-2 7-6,3,R64,,,,,,,,,,,,,,,,,,,,28,,58.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1797,,,,Tommy Paul,,,,,,,,Pedro Martinez,,,,,6-2 6-2,3,R64,,,,,,,,,,,,,,,,,,,,16,,66.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1798,,,,Stefanos Tsitsipas,,,,,,,,Fabian Marozsan,,,,,7-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,,29,,51.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1799,,,,Adrian Mannarino,,,,,,,,Tomas Machac,,,,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,,89,,24.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1800,,,,Gabriel Diallo,,,,,,,,Sebastian Baez,,,,,7-5 6-4,3,R64,,,,,,,,,,,,,,,,,,,,35,,43.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1801,,,,Jannik Sinner,,,,,,,,Daniel Elahi Galan,,,,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,,1,,144.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1802,,,,Ugo Humbert,,,,,,,,Coleman Wong,,,,,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,25,,177.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1803,,,,Joao Fonseca,,,,,,,,Alejandro Davidovich Fokina,,,,,6-7 5-4,3,R64,,,,,,,,,,,,,,,,,,,,52,,18.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1804,,,,Lorenzo Sonego,,,,,,,,Zizou Bergs,,,,,6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,,36,,54.0,
20250809-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250809,1805,,,,Terence Atmane,,,,,,,,Flavio Cobolli,,,,,6-4 3-6 7-6,3,R64,,,,,,,,,,,,,,,,,,,,136,,22.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1806,,,,Frances Tiafoe,,,,,,,,Roberto Carballes Baena,,,,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,14,,87.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1807,,,,Taylor Fritz,,,,,,,,Emilio Nava,,,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,4,,105.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1808,,,,Reilly Opelka,,,,,,,,Alex De Minaur,,,,,7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,73,,8.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1809,,,,Francisco Comesana,,,,,,,,Luciano Darderi,,,,,6-4 3-1,3,R64,,,,,,,,,,,,,,,,,,,,71,,34.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1810,,,,Andrey Rublev,,,,,,,,Learner Tien,,,,,7-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,11,,55.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1811,,,,Roberto Bautista Agut,,,,,,,,Cameron Norrie,,,,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,53,,39.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1812,,,,Jakub Mensik,,,,,,,,Ethan Quinn,,,,,6-4 6-2,3,R64,,,,,,,,,,,,,,,,,,,,17,,82.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1813,,,,Alexei Popyrin,,,,,,,,Martin Landaluce,,,,,7-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,19,,142.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1814,,,,Carlos Alcaraz,,,,,,,,Damir Dzumhur,,,,,6-1 2-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,2,,56.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1815,,,,Jenson Brooksby,,,,,,,,Arthur Cazaux,,,,,7-5 6-1,3,R64,,,,,,,,,,,,,,,,,,,,101,,76.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1816,,,,Adam Walton,,,,,,,,Daniil Medvedev,,,,,6-7 6-4 6-1,3,R64,,,,,,,,,,,,,,,,,,,,85,,15.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1817,,,,Luca Nardi,,,,,,,,Denis Shapovalov,,,,,6-7 6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,98,,30.0,
20250810-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250810,1818,,,,Hamad Medjedovic,,,,,,,,Tallon Griekspoor,,,,,6-4 7-6,3,R64,,,,,,,,,,,,,,,,,,,,72,,32.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1819,,,,Brandon Nakashima,,,,,,,,Alexander Blockx,,,,,4-6 6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,,31,,119.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1820,,,,Ben Shelton,,,,,,,,Camilo Ugo Carabelli,,,,,6-3 3-1,3,R64,,,,,,,,,,,,,,,,,,,,6,,47.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1821,,,,Alexander Zverev,,,,,,,,Nishesh Basavareddy,,,,,6-3 6-3,3,R64,,,,,,,,,,,,,,,,,,,,3,,109.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1822,,,,Felix Auger Aliassime,,,,,,,,Arthur Rinderknech,,,,,7-6 4-2,3,R32,,,,,,,,,,,,,,,,,,,,28,,70.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1823,,,,Holger Rune,,,,,,,,Alex Michelsen,,,,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,9,,33.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1824,,,,Frances Tiafoe,,,,,,,,Ugo Humbert,,,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,14,,25.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1825,,,,Benjamin Bonzi,,,,,,,,Stefanos Tsitsipas,,,,,6-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,63,,29.0,
20250811-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250811,1826,,,,Taylor Fritz,,,,,,,,Lorenzo Sonego,,,,,7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,4,,36.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1827,,,,Terence Atmane,,,,,,,,Joao Fonseca,,,,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,136,,52.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1828,,,,Jannik Sinner,,,,,,,,Gabriel Diallo,,,,,6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,,1,,35.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1829,,,,Adrian Mannarino,,,,,,,,Tommy Paul,,,,,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,89,,16.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1830,,,,Francisco Comesana,,,,,,,,Reilly Opelka,,,,,6-7 6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,71,,73.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1831,,,,Andrey Rublev,,,,,,,,Alexei Popyrin,,,,,6-7 7-6 7-5,3,R32,,,,,,,,,,,,,,,,,,,,11,,19.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1832,,,,Carlos Alcaraz,,,,,,,,Hamad Medjedovic,,,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,2,,72.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1833,,,,Luca Nardi,,,,,,,,Jakub Mensik,,,,,6-2 2-1,3,R32,,,,,,,,,,,,,,,,,,,,98,,17.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1834,,,,Karen Khachanov,,,,,,,,Jenson Brooksby,,,,,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,12,,101.0,
20250812-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250812,1835,,,,Jiri Lehecka,,,,,,,,Adam Walton,,,,,7-6 7-6,3,R32,,,,,,,,,,,,,,,,,,,,26,,85.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1836,,,,Alexander Zverev,,,,,,,,Brandon Nakashima,,,,,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,3,,31.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1837,,,,Ben Shelton,,,,,,,,Roberto Bautista Agut,,,,,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,6,,53.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1838,,,,Holger Rune,,,,,,,,Frances Tiafoe,,,,,6-4 3-1,3,R16,,,,,,,,,,,,,,,,,,,,9,,14.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1839,,,,Jannik Sinner,,,,,,,,Adrian Mannarino,,,,,6-4 7-6,3,R16,,,,,,,,,,,,,,,,,,,,1,,89.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1840,,,,Felix Auger Aliassime,,,,,,,,Benjamin Bonzi,,,,,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,28,,63.0,
20250813-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250813,1841,,,,Terence Atmane,,,,,,,,Taylor Fritz,,,,,3-6 7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,136,,4.0,
20250814-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250814,1842,,,,Carlos Alcaraz,,,,,,,,Luca Nardi,,,,,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,2,,98.0,
20250814-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250814,1843,,,,Andrey Rublev,,,,,,,,Francisco Comesana,,,,,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,11,,71.0,
20250814-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250814,1844,,,,Alexander Zverev,,,,,,,,Karen Khachanov,,,,,7-5 3-0,3,R16,,,,,,,,,,,,,,,,,,,,3,,12.0,
20250814-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250814,1845,,,,Ben Shelton,,,,,,,,Jiri Lehecka,,,,,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,6,,26.0,
20250814-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250814,1846,,,,Jannik Sinner,,,,,,,,Felix Auger Aliassime,,,,,6-0 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1,,28.0,
20250815-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250815,1847,,,,Terence Atmane,,,,,,,,Holger Rune,,,,,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,136,,9.0,
20250815-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250815,1848,,,,Carlos Alcaraz,,,,,,,,Andrey Rublev,,,,,6-3 4-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,,2,,11.0,
20250816-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250816,1849,,,,Alexander Zverev,,,,,,,,Ben Shelton,,,,,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,3,,6.0,
20250816-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250816,1850,,,,Jannik Sinner,,,,,,,,Terence Atmane,,,,,7-6 6-2,3,SF,,,,,,,,,,,,,,,,,,,,1,,136.0,
20250816-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250816,1851,,,,Carlos Alcaraz,,,,,,,,Alexander Zverev,,,,,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,2,,3.0,
20250818-Western_&_,Western & Southern Financial Group Masters,Hard,,,20250818,1852,,,,Carlos Alcaraz,,,,,,,,Jannik Sinner,,,,,5-0,3,F,,,,,,,,,,,,,,,,,,,,2,,1.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1853,,,,Vit Kopriva,,,,,,,,Sebastian Ofner,,,,,3-6 6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,87,,141.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1854,,,,Kamil Majchrzak,,,,,,,,Nicolas Jarry,,,,,7-6 6-4,3,R128,,,,,,,,,,,,,,,,,,,,78,,103.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1855,,,,Pedro Martinez,,,,,,,,David Goffin,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,64,,68.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1856,,,,Botic Van De Zandschulp,,,,,,,,Adam Walton,,,,,2-6 7-5 6-3,3,R128,,,,,,,,,,,,,,,,,,,,92,,82.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1857,,,,Hamad Medjedovic,,,,,,,,Arthur Rinderknech,,,,,6-3 7-6,3,R128,,,,,,,,,,,,,,,,,,,,65,,77.0,
20250817-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250817,1858,,,,Pablo Carreno Busta,,,,,,,,Yoshihito Nishioka,,,,,6-0 6-3,3,R128,,,,,,,,,,,,,,,,,,,,113,,149.0,
20250818-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250818,1859,,,,Mackenzie Mcdonald,,,,,,,,Brandon Holt,,,,,6-4 6-7 7-6,3,R128,,,,,,,,,,,,,,,,,,,,102,,111.0,
20250818-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250818,1860,,,,Nishesh Basavareddy,,,,,,,,Raphael Collignon,,,,,6-2 7-6,3,R128,,,,,,,,,,,,,,,,,,,,106,,105.0,
20250818-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250818,1861,,,,Marton Fucsovics,,,,,,,,Hugo Gaston,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,94,,125.0,
20250818-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250818,1862,,,,Aleksandar Kovacevic,,,,,,,,Filip Misolic,,,,,7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,71,,95.0,
20250818-Winston-Sa,Winston-Salem Open at Wake Forest University,Hard,,,20250818,1863,,,,Mattia Bellucci,,,,,,,,Francisco Comesana,,,,,6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,63,,54.0,
