tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
20250218-Rio_Open,Rio Open,Clay,,,20250218,427,,,,Francisco Cerundolo,,,,,,,,Hugo Gaston,,,,,7-6 6-0,3,R128,,,,,,,,,,,,,,,,,,,,26,,93.0,
20250218-Rio_Open,Rio Open,Clay,,,20250218,428,,,,Camilo Ugo Carabelli,,,,,,,,Pedro Martinez,,,,,4-6 6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,91,,37.0,
20250219-Rio_Open,Rio Open,Clay,,,20250219,429,,,,Alexandre Muller,,,,,,,,Joao Fonseca,,,,,6-1 7-6,3,R128,,,,,,,,,,,,,,,,,,,,60,,68.0,
20250219-Rio_Open,Rio Open,Clay,,,20250219,430,,,,Francisco Comesana,,,,,,,,Nicolas Jarry,,,,,7-6 6-7 7-6,3,R64,,,,,,,,,,,,,,,,,,,,86,,47.0,
20250219-Rio_Open,Rio Open,Clay,,,20250219,431,,,,Sebastian Baez,,,,,,,,Mariano Navone,,,,,6-4 1-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,31,,46.0,
20250219-Rio_Open,Rio Open,Clay,,,20250219,432,,,,Alexander Zverev,,,,,,,,Alexander Shevchenko,,,,,7-6 7-6,3,R64,,,,,,,,,,,,,,,,,,,,2,,103.0,
20250220-Rio_Open,Rio Open,Clay,,,20250220,433,,,,Chun Hsin Tseng,,,,,,,,Thiago Monteiro,,,,,6-7 6-3 7-6,3,R64,,,,,,,,,,,,,,,,,,,,125,,99.0,
20250220-Rio_Open,Rio Open,Clay,,,20250220,434,,,,Jaime Faria,,,,,,,,Jaume Munar,,,,,6-4 2-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,107,,55.0,
20250220-Rio_Open,Rio Open,Clay,,,20250220,435,,,,Camilo Ugo Carabelli,,,,,,,,Damir Dzumhur,,,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,91,,97.0,
20250220-Rio_Open,Rio Open,Clay,,,20250220,436,,,,Francisco Cerundolo,,,,,,,,Luciano Darderi,,,,,6-7 6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,,26,,61.0,
20250221-Rio_Open,Rio Open,Clay,,,20250221,437,,,,Alexandre Muller,,,,,,,,Tomas Martin Etcheverry,,,,,7-5 7-6,3,R64,,,,,,,,,,,,,,,,,,,,60,,43.0,
20250221-Rio_Open,Rio Open,Clay,,,20250221,438,,,,Sebastian Baez,,,,,,,,Chun Hsin Tseng,,,,,6-4 6-1,3,QF,,,,,,,,,,,,,,,,,,,,31,,125.0,
20250221-Rio_Open,Rio Open,Clay,,,20250221,439,,,,Camilo Ugo Carabelli,,,,,,,,Jaime Faria,,,,,7-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,91,,107.0,
20250221-Rio_Open,Rio Open,Clay,,,20250221,440,,,,Francisco Comesana,,,,,,,,Alexander Zverev,,,,,4-6 6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,86,,2.0,
20250222-Rio_Open,Rio Open,Clay,,,20250222,441,,,,Alexandre Muller,,,,,,,,Francisco Cerundolo,,,,,7-5 6-1,3,QF,,,,,,,,,,,,,,,,,,,,60,,26.0,
20250222-Rio_Open,Rio Open,Clay,,,20250222,442,,,,Sebastian Baez,,,,,,,,Camilo Ugo Carabelli,,,,,3-6 6-1 6-1,3,SF,,,,,,,,,,,,,,,,,,,,31,,91.0,
20250222-Rio_Open,Rio Open,Clay,,,20250222,443,,,,Alexandre Muller,,,,,,,,Francisco Comesana,,,,,7-5 6-7 6-3,3,SF,,,,,,,,,,,,,,,,,,,,60,,86.0,
20250223-Rio_Open,Rio Open,Clay,,,20250223,444,,,,Sebastian Baez,,,,,,,,Alexandre Muller,,,,,6-2 6-3,3,F,,,,,,,,,,,,,,,,,,,,31,,60.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,445,,,,Casper Ruud,,,,,,,,Arthur Rinderknech,,,,,6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,5,,61.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,446,,,,Tomas Machac,,,,,,,,Jakub Mensik,,,,,6-4 2-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,25,,54.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,447,,,,Daniel Altmaier,,,,,,,,Miomir Kecmanovic,,,,,4-6 6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,76,,44.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,448,,,,Ben Shelton,,,,,,,,Flavio Cobolli,,,,,7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,14,,39.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,449,,,,Marcos Giron,,,,,,,,Adam Walton,,,,,7-6 6-2,3,R128,,,,,,,,,,,,,,,,,,,,52,,97.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,450,,,,David Goffin,,,,,,,,Rinky Hijikata,,,,,6-2 6-3,3,R128,,,,,,,,,,,,,,,,,,,,63,,82.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,451,,,,Learner Tien,,,,,,,,Cameron Norrie,,,,,7-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,83,,74.0,
20250225-Abierto_Me,Abierto Mexicano,Hard,,,20250225,452,,,,Tommy Paul,,,,,,,,Gabriel Diallo,,,,,6-2 6-2,3,R128,,,,,,,,,,,,,,,,,,,,10,,89.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,453,,,,Rodrigo Pacheco Mendez,,,,,,,,Aleksandar Vukic,,,,,7-5 4-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,356,,66.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,454,,,,Alejandro Davidovich Fokina,,,,,,,,Mattia Bellucci,,,,,1-6 7-6 6-2,3,R128,,,,,,,,,,,,,,,,,,,,48,,70.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,455,,,,Holger Rune,,,,,,,,Roberto Carballes Baena,,,,,7-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,13,,50.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,456,,,,Alexander Zverev,,,,,,,,Matteo Arnaldi,,,,,6-7 6-3 6-4,3,R128,,,,,,,,,,,,,,,,,,,,2,,33.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,457,,,,Brandon Nakashima,,,,,,,,Benjamin Bonzi,,,,,7-6 7-5,3,R128,,,,,,,,,,,,,,,,,,,,42,,62.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,458,,,,Denis Shapovalov,,,,,,,,Nishesh Basavareddy,,,,,7-5 6-2,3,R128,,,,,,,,,,,,,,,,,,,,32,,106.0,
20250226-Abierto_Me,Abierto Mexicano,Hard,,,20250226,459,,,,Frances Tiafoe,,,,,,,,Alexandre Muller,,,,,6-4 6-2,3,R128,,,,,,,,,,,,,,,,,,,,18,,41.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,460,,,,Marcos Giron,,,,,,,,Tommy Paul,,,,,,3,R64,,,,,,,,,,,,,,,,,,,,52,,10.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,461,,,,Tomas Machac,,,,,,,,Daniel Altmaier,,,,,7-6 6-1,3,R64,,,,,,,,,,,,,,,,,,,,25,,76.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,462,,,,David Goffin,,,,,,,,Ben Shelton,,,,,7-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,63,,14.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,463,,,,Denis Shapovalov,,,,,,,,Alex Michelsen,,,,,6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,32,,34.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,464,,,,Brandon Nakashima,,,,,,,,Holger Rune,,,,,3-0,3,R64,,,,,,,,,,,,,,,,,,,,42,,13.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,465,,,,Learner Tien,,,,,,,,Alexander Zverev,,,,,6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,83,,2.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,466,,,,Rodrigo Pacheco Mendez,,,,,,,,Casper Ruud,,,,,,3,R64,,,,,,,,,,,,,,,,,,,,356,,5.0,
20250227-Abierto_Me,Abierto Mexicano,Hard,,,20250227,467,,,,Alejandro Davidovich Fokina,,,,,,,,Frances Tiafoe,,,,,6-3 6-7 6-3,3,R64,,,,,,,,,,,,,,,,,,,,48,,18.0,
20250228-Abierto_Me,Abierto Mexicano,Hard,,,20250228,468,,,,Tomas Machac,,,,,,,,Learner Tien,,,,,6-3 7-5,3,QF,,,,,,,,,,,,,,,,,,,,25,,83.0,
20250228-Abierto_Me,Abierto Mexicano,Hard,,,20250228,469,,,,Brandon Nakashima,,,,,,,,David Goffin,,,,,7-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,42,,63.0,
20250228-Abierto_Me,Abierto Mexicano,Hard,,,20250228,470,,,,Denis Shapovalov,,,,,,,,Marcos Giron,,,,,4-6 6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,32,,52.0,
20250228-Abierto_Me,Abierto Mexicano,Hard,,,20250228,471,,,,Alejandro Davidovich Fokina,,,,,,,,Rodrigo Pacheco Mendez,,,,,6-2 6-2,3,QF,,,,,,,,,,,,,,,,,,,,48,,356.0,
20250301-Abierto_Me,Abierto Mexicano,Hard,,,20250301,472,,,,Tomas Machac,,,,,,,,Brandon Nakashima,,,,,6-4 1-6 6-4,3,SF,,,,,,,,,,,,,,,,,,,,25,,42.0,
20250301-Abierto_Me,Abierto Mexicano,Hard,,,20250301,473,,,,Alejandro Davidovich Fokina,,,,,,,,Denis Shapovalov,,,,,7-6 7-6,3,SF,,,,,,,,,,,,,,,,,,,,48,,32.0,
20250302-Abierto_Me,Abierto Mexicano,Hard,,,20250302,474,,,,Tomas Machac,,,,,,,,Alejandro Davidovich Fokina,,,,,7-6 6-2,3,F,,,,,,,,,,,,,,,,,,,,25,,48.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,475,,,,Roberto Bautista Agut,,,,,,,,Fabian Marozsan,,,,,3-6 6-3 7-6,3,R128,,,,,,,,,,,,,,,,,,,,53,,55.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,476,,,,Alexei Popyrin,,,,,,,,Hady Habib,,,,,6-2 6-4,3,R128,,,,,,,,,,,,,,,,,,,,27,,168.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,477,,,,Karen Khachanov,,,,,,,,Daniel Evans,,,,,6-1 6-3,3,R128,,,,,,,,,,,,,,,,,,,,24,,178.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,478,,,,Zizou Bergs,,,,,,,,Aziz Dougaz,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,56,,212.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,479,,,,Stefanos Tsitsipas,,,,,,,,Lorenzo Sonego,,,,,7-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,11,,35.0,
20250224-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250224,480,,,,Giovanni Mpetshi Perricard,,,,,,,,Zhizhen Zhang,,,,,6-3 7-6,3,R128,,,,,,,,,,,,,,,,,,,,29,,49.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,481,,,,Nuno Borges,,,,,,,,Arthur Fils,,,,,6-2 6-1,3,R128,,,,,,,,,,,,,,,,,,,,38,,19.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,482,,,,Luca Nardi,,,,,,,,Marton Fucsovics,,,,,1-6 6-2 6-3,3,R128,,,,,,,,,,,,,,,,,,,,79,,88.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,483,,,,Marin Cilic,,,,,,,,Alex De Minaur,,,,,6-2 3-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,187,,8.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,484,,,,Felix Auger Aliassime,,,,,,,,Alexander Bublik,,,,,7-6 6-7 6-3,3,R128,,,,,,,,,,,,,,,,,,,,21,,51.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,485,,,,Tallon Griekspoor,,,,,,,,Roman Safiullin,,,,,5-7 7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,47,,72.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,486,,,,Quentin Halys,,,,,,,,Andrey Rublev,,,,,3-6 6-4 7-6,3,R128,,,,,,,,,,,,,,,,,,,,77,,9.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,487,,,,Ugo Humbert,,,,,,,,Jiri Lehecka,,,,,6-3 6-0,3,R128,,,,,,,,,,,,,,,,,,,,15,,22.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,488,,,,Daniil Medvedev,,,,,,,,Jan Lennard Struff,,,,,6-4 7-6,3,R128,,,,,,,,,,,,,,,,,,,,6,,46.0,
20250225-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250225,489,,,,Matteo Berrettini,,,,,,,,Gael Monfils,,,,,7-5 6-4,3,R128,,,,,,,,,,,,,,,,,,,,30,,40.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,490,,,,Felix Auger Aliassime,,,,,,,,Nuno Borges,,,,,4-6 6-3 7-5,3,R64,,,,,,,,,,,,,,,,,,,,21,,38.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,491,,,,Marin Cilic,,,,,,,,Alexei Popyrin,,,,,5-7 6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,187,,27.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,492,,,,Luca Nardi,,,,,,,,Zizou Bergs,,,,,6-4 7-6,3,R64,,,,,,,,,,,,,,,,,,,,79,,56.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,493,,,,Tallon Griekspoor,,,,,,,,Ugo Humbert,,,,,4-6 6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,,47,,15.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,494,,,,Quentin Halys,,,,,,,,Roberto Bautista Agut,,,,,7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,77,,53.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,495,,,,Daniil Medvedev,,,,,,,,Giovanni Mpetshi Perricard,,,,,6-4 6-4,3,R64,,,,,,,,,,,,,,,,,,,,6,,29.0,
20250226-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250226,496,,,,Stefanos Tsitsipas,,,,,,,,Karen Khachanov,,,,,7-6 2-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,11,,24.0,
20250227-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250227,497,,,,Felix Auger Aliassime,,,,,,,,Marin Cilic,,,,,6-4 3-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,21,,187.0,
20250227-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250227,498,,,,Quentin Halys,,,,,,,,Luca Nardi,,,,,2-6 6-3 7-6,3,QF,,,,,,,,,,,,,,,,,,,,77,,79.0,
20250227-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250227,499,,,,Tallon Griekspoor,,,,,,,,Daniil Medvedev,,,,,2-6 7-6 7-5,3,QF,,,,,,,,,,,,,,,,,,,,47,,6.0,
20250227-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250227,500,,,,Stefanos Tsitsipas,,,,,,,,Matteo Berrettini,,,,,7-6 1-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,11,,30.0,
20250228-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250228,501,,,,Felix Auger Aliassime,,,,,,,,Quentin Halys,,,,,5-7 6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,21,,77.0,
20250228-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250228,502,,,,Stefanos Tsitsipas,,,,,,,,Tallon Griekspoor,,,,,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,,11,,47.0,
20250301-Dubai_Tenn,Dubai Tennis Championships,Hard,,,20250301,503,,,,Stefanos Tsitsipas,,,,,,,,Felix Auger Aliassime,,,,,6-3 6-3,3,F,,,,,,,,,,,,,,,,,,,,11,,21.0,
20250224-Chile_Open,Chile Open,Clay,,,20250224,504,,,,Yannick Hanfmann,,,,,,,,Facundo Diaz Acosta,,,,,7-5 6-3,3,R128,,,,,,,,,,,,,,,,,,,,109,,130.0,
20250224-Chile_Open,Chile Open,Clay,,,20250224,505,,,,Laslo Djere,,,,,,,,Ignacio Buse,,,,,6-3 6-4,3,R128,,,,,,,,,,,,,,,,,,,,103,,227.0,
20250224-Chile_Open,Chile Open,Clay,,,20250224,506,,,,Gustavo Heide,,,,,,,,Thiago Seyboth Wild,,,,,7-5 6-2,3,R128,,,,,,,,,,,,,,,,,,,,160,,86.0,
20250224-Chile_Open,Chile Open,Clay,,,20250224,507,,,,Cristian Garin,,,,,,,,Juan Pablo Ficovich,,,,,2-6 6-4 6-4,3,R128,,,,,,,,,,,,,,,,,,,,147,,175.0,
20250225-Chile_Open,Chile Open,Clay,,,20250225,508,,,,Tomas Martin Etcheverry,,,,,,,,Hugo Gaston,,,,,6-2 6-3,3,R128,,,,,,,,,,,,,,,,,,,,43,,92.0,
20250225-Chile_Open,Chile Open,Clay,,,20250225,509,,,,Damir Dzumhur,,,,,,,,Corentin Moutet,,,,,6-2 3-6 6-2,3,R128,,,,,,,,,,,,,,,,,,,,90,,65.0,
20250225-Chile_Open,Chile Open,Clay,,,20250225,510,,,,Camilo Ugo Carabelli,,,,,,,,Nicolas Jarry,,,,,5-7 6-3 7-6,3,R128,,,,,,,,,,,,,,,,,,,,69,,45.0,
20250225-Chile_Open,Chile Open,Clay,,,20250225,511,,,,Jaime Faria,,,,,,,,Luciano Darderi,,,,,6-3 6-4,3,R128,,,,,,,,,,,,,,,,,,,,87,,59.0,
20250225-Chile_Open,Chile Open,Clay,,,20250225,512,,,,Mariano Navone,,,,,,,,Alexander Shevchenko,,,,,6-2 6-2,3,R128,,,,,,,,,,,,,,,,,,,,64,,95.0,
20250226-Chile_Open,Chile Open,Clay,,,20250226,513,,,,Francisco Comesana,,,,,,,,Felipe Meligeni Alves,,,,,7-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,67,,194.0,
20250226-Chile_Open,Chile Open,Clay,,,20250226,514,,,,Laslo Djere,,,,,,,,Pedro Martinez,,,,,6-1 6-4,3,R64,,,,,,,,,,,,,,,,,,,,103,,36.0,
20250226-Chile_Open,Chile Open,Clay,,,20250226,515,,,,Jaime Faria,,,,,,,,Gustavo Heide,,,,,6-7 7-6 6-4,3,R64,,,,,,,,,,,,,,,,,,,,87,,160.0,
20250226-Chile_Open,Chile Open,Clay,,,20250226,516,,,,Francisco Cerundolo,,,,,,,,Yannick Hanfmann,,,,,6-2 4-6 7-6,3,R64,,,,,,,,,,,,,,,,,,,,26,,109.0,
20250226-Chile_Open,Chile Open,Clay,,,20250226,517,,,,Tomas Martin Etcheverry,,,,,,,,Cristian Garin,,,,,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,43,,147.0,
20250227-Chile_Open,Chile Open,Clay,,,20250227,518,,,,Damir Dzumhur,,,,,,,,Mariano Navone,,,,,6-4 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,90,,64.0,
20250227-Chile_Open,Chile Open,Clay,,,20250227,519,,,,Sebastian Baez,,,,,,,,Francisco Comesana,,,,,6-3 5-7 7-6,3,R64,,,,,,,,,,,,,,,,,,,,31,,67.0,
20250227-Chile_Open,Chile Open,Clay,,,20250227,520,,,,Camilo Ugo Carabelli,,,,,,,,Thiago Monteiro,,,,,4-6 7-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,69,,108.0,
20250227-Chile_Open,Chile Open,Clay,,,20250227,521,,,,Federico Coria,,,,,,,,Alejandro Tabilo,,,,,7-6 4-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,136,,28.0,
20250228-Chile_Open,Chile Open,Clay,,,20250228,522,,,,Laslo Djere,,,,,,,,Jaime Faria,,,,,7-6 4-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,103,,87.0,
20250228-Chile_Open,Chile Open,Clay,,,20250228,523,,,,Francisco Cerundolo,,,,,,,,Tomas Martin Etcheverry,,,,,4-6 6-3 7-5,3,QF,,,,,,,,,,,,,,,,,,,,26,,43.0,
20250228-Chile_Open,Chile Open,Clay,,,20250228,524,,,,Camilo Ugo Carabelli,,,,,,,,Federico Coria,,,,,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,69,,136.0,
20250301-Chile_Open,Chile Open,Clay,,,20250301,525,,,,Sebastian Baez,,,,,,,,Damir Dzumhur,,,,,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,31,,90.0,
20250301-Chile_Open,Chile Open,Clay,,,20250301,526,,,,Laslo Djere,,,,,,,,Francisco Cerundolo,,,,,6-1 4-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,103,,26.0,
20250301-Chile_Open,Chile Open,Clay,,,20250301,527,,,,Sebastian Baez,,,,,,,,Camilo Ugo Carabelli,,,,,6-1 3-6 6-2,3,SF,,,,,,,,,,,,,,,,,,,,31,,69.0,
20250302-Chile_Open,Chile Open,Clay,,,20250302,528,,,,Laslo Djere,,,,,,,,Sebastian Baez,,,,,6-4 3-6 7-5,3,F,,,,,,,,,,,,,,,,,,,,103,,31.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,529,,,,Kei Nishikori,,,,,,,,Jaume Munar,,,,,6-2 5-7 7-6,3,R128,,,,,,,,,,,,,,,,,,,,76,,58.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,530,,,,Thiago Seyboth Wild,,,,,,,,Alexandre Muller,,,,,4-6 7-5 7-6,3,R128,,,,,,,,,,,,,,,,,,,,91,,44.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,531,,,,Tallon Griekspoor,,,,,,,,Miomir Kecmanovic,,,,,6-7 6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,43,,49.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,532,,,,Fabian Marozsan,,,,,,,,Pedro Martinez,,,,,6-3 6-2,3,R128,,,,,,,,,,,,,,,,,,,,54,,41.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,533,,,,Damir Dzumhur,,,,,,,,Roberto Bautista Agut,,,,,6-4 1-6 7-6,3,R128,,,,,,,,,,,,,,,,,,,,84,,50.0,
20250305-BNP_Pariba,BNP Paribas Open,Hard,,,20250305,534,,,,Roman Safiullin,,,,,,,,Reilly Opelka,,,,,7-5 6-4,3,R128,,,,,,,,,,,,,,,,,,,,69,,114.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,535,,,,Marcos Giron,,,,,,,,Nikoloz Basilashvili,,,,,7-5 7-6,3,R128,,,,,,,,,,,,,,,,,,,,48,,152.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,536,,,,Zizou Bergs,,,,,,,,Ethan Quinn,,,,,7-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,53,,137.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,537,,,,Corentin Moutet,,,,,,,,Jordan Thompson,,,,,6-4 4-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,79,,38.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,538,,,,Cameron Norrie,,,,,,,,Luca Nardi,,,,,6-0 6-3,3,R128,,,,,,,,,,,,,,,,,,,,77,,67.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,539,,,,Yosuke Watanuki,,,,,,,,Alexander Bublik,,,,,6-3 3-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,349,,82.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,540,,,,Rinky Hijikata,,,,,,,,Alexander Shevchenko,,,,,6-1 6-3,3,R128,,,,,,,,,,,,,,,,,,,,83,,98.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,541,,,,Joao Fonseca,,,,,,,,Jacob Fearnley,,,,,6-2 1-6 6-3,3,R128,,,,,,,,,,,,,,,,,,,,80,,81.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,542,,,,Jenson Brooksby,,,,,,,,Benjamin Bonzi,,,,,1-6 7-5 7-5,3,R128,,,,,,,,,,,,,,,,,,,,937,,62.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,543,,,,Jakub Mensik,,,,,,,,Tomas Martin Etcheverry,,,,,6-4 7-6,3,R128,,,,,,,,,,,,,,,,,,,,57,,45.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,544,,,,Mackenzie Mcdonald,,,,,,,,Alejandro Davidovich Fokina,,,,,2-6 6-3 6-2,3,R128,,,,,,,,,,,,,,,,,,,,109,,39.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,545,,,,Gabriel Diallo,,,,,,,,Zhizhen Zhang,,,,,2-6 6-2 7-6,3,R128,,,,,,,,,,,,,,,,,,,,88,,51.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,546,,,,Matteo Gigante,,,,,,,,Sebastian Baez,,,,,3-6 6-1 6-4,3,R128,,,,,,,,,,,,,,,,,,,,217,,34.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,547,,,,Matteo Arnaldi,,,,,,,,Aleksandar Kovacevic,,,,,6-3 5-7 6-4,3,R128,,,,,,,,,,,,,,,,,,,,35,,94.0,
20250306-BNP_Pariba,BNP Paribas Open,Hard,,,20250306,548,,,,Gael Monfils,,,,,,,,Jan Lennard Struff,,,,,6-4 6-4,3,R128,,,,,,,,,,,,,,,,,,,,42,,46.0,
20250307-BNP_Pariba,BNP Paribas Open,Hard,,,20250307,549,,,,Hugo Gaston,,,,,,,,Luciano Darderi,,,,,6-3 6-3,3,R128,,,,,,,,,,,,,,,,,,,,93,,60.0,
20250307-BNP_Pariba,BNP Paribas Open,Hard,,,20250307,550,,,,Nuno Borges,,,,,,,,Arthur Rinderknech,,,,,6-1 5-7 6-2,3,R128,,,,,,,,,,,,,,,,,,,,36,,73.0,
20250307-BNP_Pariba,BNP Paribas Open,Hard,,,20250307,551,,,,David Goffin,,,,,,,,Lorenzo Sonego,,,,,6-4 7-5,3,R128,,,,,,,,,,,,,,,,,,,,56,,37.0,
